Actual,LSTM Predictions
147307.65000000014,-15330.804
-161196.42000000016,-20377.23
-176845.82999999996,-17411.373
183977.24999999988,-14354.093
-88396.22999999986,-20624.621
98169.12,-19482.37
-57346.22999999998,-23506.512
163071.7799999999,-23840.875
-58837.94999999995,-29535.102
-440.0999999999767,-29234.848
-405.54000000003725,-30727.543
-56775.14999999991,-31919.148
